Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,has_cabin,family_size,is_alone,fare_per_person,title,age_group,fare_bin,sex_encoded,Embarked_C,Embarked_Q,Embarked_S,title_Master,title_Miss,title_Mrs,title_Rare,age_group_encoded,fare_bin_encoded
1,3,female,0.6683917564561223,1,5,-0.016444159470040135,S,0,3.1598334123861687,0,-0.4308195410393182,Mrs,Adult,VHigh,1,False,False,True,False,False,True,False,2,3
0,3,male,-0.3092756154954491,0,0,-0.5029485386158568,C,0,-0.5609748304808925,1,-0.35429848316849616,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,0
0,1,male,-0.7605067102423282,3,2,4.647001076532463,S,1,2.5396987052416584,0,0.6676772174115899,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
1,3,female,-0.5724937540977952,0,0,-0.48977642625839407,Q,0,-0.5609748304808925,1,-0.3360355238244626,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,0
0,3,male,-0.3092756154954491,0,0,-0.4894421904510968,S,0,-0.5609748304808925,1,-0.33557211030396283,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,1,male,0.8188021213717487,0,0,-0.09027201697708476,C,0,-0.5609748304808925,1,0.21787204896761117,Rare,Adult,High,0,True,False,False,False,False,False,True,2,2
1,1,female,0.4427762090826827,1,0,2.301728820789,C,1,0.059159876663617626,0,1.48917725126591,Mrs,Adult,VHigh,1,True,False,False,False,False,True,False,2,3
1,3,female,-0.5724937540977952,0,0,-0.49237782784290063,Q,0,-0.5609748304808925,1,-0.33964233267076216,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,0
0,2,male,2.7741368652748912,0,0,-0.43700743807979686,S,0,-0.5609748304808925,1,-0.2628720205397746,Mr,Senior,Medium,0,False,False,True,False,False,False,False,3,1
0,1,male,-0.08366006812200955,1,0,1.0060617003323709,C,0,0.059159876663617626,0,0.5909645993333553,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,3
0,1,male,0.969212486287375,1,0,0.39858208016340624,S,0,0.059159876663617626,0,0.1698333751076099,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
1,3,male,-0.3092756154954491,0,0,-0.5028639729296732,C,0,-0.5609748304808925,1,-0.3541812339645143,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,0
0,3,male,-0.6100963453267019,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,female,-0.8357118927001413,2,0,-0.2859972841804228,S,0,0.6792945838081278,0,-0.38849616766320877,Miss,Adult,High,1,False,False,True,False,True,False,False,2,2
1,3,female,-1.136532622531394,1,0,-0.42207354059350805,C,0,0.059159876663617626,0,-0.39908069997028656,Miss,Teen,Medium,1,True,False,False,False,True,False,False,1,1
0,3,female,0.8188021213717487,1,0,-0.4576454924460446,S,0,0.059159876663617626,0,-0.4237407200506167,Mrs,Adult,Medium,1,False,False,True,False,False,True,False,2,1
0,2,female,-0.15886525057982273,1,0,-0.22559322262067316,S,0,0.059159876663617626,0,-0.2628720205397746,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,2
0,3,male,-0.3092756154954491,0,0,-0.4894421904510968,C,0,-0.5609748304808925,1,-0.33557211030396283,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,0
1,2,female,-1.9637896295673392,1,2,0.18876253192945994,C,0,1.299429290952638,0,-0.2658088339347491,Miss,Child,VHigh,1,True,False,False,False,True,False,False,0,3
1,3,female,-0.7605067102423282,0,0,-0.48977642625839407,Q,0,-0.5609748304808925,1,-0.3360355238244626,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,0
0,3,male,-0.3092756154954491,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,male,-0.3092756154954491,1,0,-0.3363340021468808,Q,0,0.059159876663617626,0,-0.33964233267076216,Mr,Adult,High,0,False,True,False,False,False,False,False,2,2
1,3,female,-0.5724937540977952,0,0,-0.49237782784290063,Q,0,-0.5609748304808925,1,-0.33964233267076216,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,0
0,3,male,-0.3092756154954491,2,0,-0.21191774308354583,C,0,0.6792945838081278,0,-0.35425940010050216,Mr,Adult,High,0,True,False,False,False,False,False,False,2,2
0,3,female,-0.8357118927001413,1,0,-0.29002422161773944,S,0,0.059159876663617626,0,-0.30753838396144006,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,2
0,3,male,-1.6629688997360863,4,1,0.1506737441786005,S,0,2.5396987052416584,0,-0.37133916608848055,Master,Child,VHigh,0,False,False,True,True,False,False,False,0,3
0,3,male,-0.6100963453267019,0,0,-0.4913710934835715,S,0,-0.5609748304808925,1,-0.3382465088138351,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
1,1,female,1.4956487634920672,1,0,0.8964967865378598,C,1,0.059159876663617626,0,0.5150094483348132,Mrs,Adult,VHigh,1,True,False,False,False,False,True,False,2,3
1,2,female,-0.008454885664196365,1,0,-0.12491978668775715,S,0,0.059159876663617626,0,-0.19308082769342225,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,2
0,1,male,2.6989316828170784,0,1,0.5995101505357573,C,1,0.059159876663617626,0,0.30912542943807375,Mr,Senior,VHigh,0,True,False,False,False,False,False,False,3,3
1,1,male,0.8188021213717487,0,0,0.06635974158478332,S,1,-0.5609748304808925,1,0.4350399079237488,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
1,2,female,-0.6100963453267019,0,0,-0.43700743807979686,S,0,-0.5609748304808925,1,-0.2628720205397746,Miss,Adult,Medium,1,False,False,True,False,True,False,False,2,1
0,3,male,-0.04605747689310296,0,0,-0.5028639729296732,C,0,-0.5609748304808925,1,-0.3541812339645143,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,0
1,2,female,-1.8133792646517128,1,2,-0.08968408411123653,S,0,1.299429290952638,0,-0.36232447034582665,Miss,Child,High,1,False,False,True,False,True,False,False,0,2
0,3,male,-1.3621481699048337,5,2,0.2958951755118318,S,0,3.779968119530679,0,-0.3923346832697581,Master,Child,VHigh,0,False,False,True,True,False,False,False,0,3
0,3,male,-0.5348911628688886,0,0,-0.5028639729296732,C,0,-0.5609748304808925,1,-0.3541812339645143,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,0
1,1,female,0.6683917564561223,0,0,0.962353321387736,S,1,-0.5609748304808925,1,1.6773231405888203,Miss,Adult,VHigh,1,False,False,True,False,True,False,False,2,3
0,1,male,1.1948280336608146,1,0,1.0323213593611125,S,1,0.059159876663617626,0,0.6091689340753977,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
0,3,male,-1.8885844471095259,3,2,-0.08666388103324908,S,0,2.5396987052416584,0,-0.4261834118002391,Master,Child,High,0,False,False,True,True,False,False,False,0,2
0,1,male,0.8188021213717487,0,0,-0.09027201697708476,C,0,-0.5609748304808925,1,0.21787204896761117,Mr,Adult,High,0,True,False,False,False,False,False,False,2,2
1,3,male,-0.3092756154954491,1,1,-0.3414522396297103,C,0,0.6792945838081278,0,-0.4141253547748653,Master,Adult,High,0,True,False,False,True,False,False,False,2,2
1,2,female,-0.008454885664196365,0,0,-0.43700743807979686,S,1,-0.5609748304808925,1,-0.2628720205397746,Mrs,Adult,Medium,1,False,False,True,False,False,True,False,2,1
0,3,male,-0.7605067102423282,0,0,-0.4841568350646187,S,0,-0.5609748304808925,1,-0.32824403505509586,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
1,3,female,-0.9109170751579546,4,2,-0.4888542575852486,S,0,3.1598334123861687,0,-0.5243895903054634,Miss,Teen,Medium,1,False,False,True,False,True,False,False,1,1
0,3,male,-0.23407043303763592,2,0,-0.47400492578514347,S,0,0.6792945838081278,0,-0.47538620275691745,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,2,male,0.2171606617092432,0,0,-0.43700743807979686,S,0,-0.5609748304808925,1,-0.2628720205397746,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,female,-0.9861222576157678,5,2,0.2958951755118318,S,0,3.779968119530679,0,-0.3923346832697581,Miss,Teen,VHigh,1,False,False,True,False,True,False,False,1,3
0,2,male,-0.6100963453267019,0,0,0.8314778546749452,S,0,-0.5609748304808925,1,1.4958660391883043,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
0,3,male,-0.23407043303763592,1,0,-0.3573908580066095,C,0,0.059159876663617626,0,-0.3542398585665052,Mr,Adult,Medium,0,True,False,False,False,False,False,False,2,1
1,3,male,0.2171606617092432,0,0,0.48910360681684706,S,0,-0.5609748304808925,1,1.0211686786291265,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
0,3,male,-0.3092756154954491,0,0,-0.494391296561559,S,1,-0.5609748304808925,1,-0.34243398038461625,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,3,male,-0.3092756154954491,0,0,-0.4894421904510968,S,0,-0.5609748304808925,1,-0.33557211030396283,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,3,male,-0.3092756154954491,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
1,2,male,-2.126984875500794,0,2,-0.06451572512800753,S,0,0.6792945838081278,0,-0.2861357514885587,Master,Child,High,0,False,False,True,True,False,False,False,0,2
1,3,female,0.06675029679361683,0,0,-0.397241430886295,S,0,-0.5609748304808925,1,-0.20773697819115625,Miss,Adult,Medium,1,False,False,True,False,True,False,False,2,1
0,3,male,-0.5348911628688886,0,0,-0.46720946885967163,S,0,-0.5609748304808925,1,-0.30474673624758597,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
1,3,male,-0.008454885664196365,0,0,-0.45714212526638004,S,0,-0.5609748304808925,1,-0.2907884976783155,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
1,3,female,-0.5724937540977952,0,0,-0.49162277707340374,Q,0,-0.5609748304808925,1,-0.3385954647780669,Miss,Adult,Low,1,False,True,False,False,True,False,False,2,0
0,1,male,-0.08366006812200955,0,0,0.29992211294914856,S,0,-0.5609748304808925,1,0.7588710427308236,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
1,2,female,-0.9109170751579546,0,0,-0.43700743807979686,S,0,-0.5609748304808925,1,-0.2628720205397746,Miss,Teen,Medium,1,False,False,True,False,True,False,False,1,1
1,3,female,0.29236584416705635,3,0,-0.32928686163157667,S,0,1.299429290952638,0,-0.44537598983298593,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,2
0,3,male,-0.9861222576157678,1,3,0.04370821849987721,S,0,1.9195639980971482,0,-0.3640692501669855,Mr,Teen,VHigh,0,False,False,True,False,False,False,False,1,3
0,3,male,-0.3092756154954491,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
1,1,female,-0.45968598041107545,3,2,4.647001076532463,S,1,2.5396987052416584,0,0.6676772174115899,Miss,Adult,VHigh,1,False,False,True,False,True,False,False,2,3
0,3,male,-0.3844807979532623,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,male,-0.008454885664196365,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,male,-0.685301527784515,0,0,-0.4902797934380587,S,0,-0.5609748304808925,1,-0.33673343575292625,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,1,male,1.2700332161186279,1,0,0.5833178351003071,S,1,0.059159876663617626,0,0.2979002139806664,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
0,3,male,-0.23407043303763592,1,2,-0.23415046467497105,S,0,1.299429290952638,0,-0.4123996512130844,Mr,Adult,High,0,False,False,True,False,False,False,False,2,2
0,3,male,2.2477005880701992,0,0,-0.5024451714361923,S,0,-0.5609748304808925,1,-0.35360057124003264,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,3,male,-0.3092756154954491,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,1,male,3.1501627775639576,0,0,0.0493298231623713,C,1,-0.5609748304808925,1,0.4114281515599709,Mr,Senior,VHigh,0,True,False,False,False,False,False,False,3,3
1,1,male,-0.45968598041107545,0,1,0.6272778976347743,C,1,0.059159876663617626,0,0.32837523624895465,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,3
1,2,female,0.36757102662486957,0,1,-0.18532384824750675,S,0,0.059159876663617626,0,-0.23495554340123365,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,2
0,2,male,0.36757102662486957,1,0,-0.12491978668775715,S,0,0.059159876663617626,0,-0.19308082769342225,Mr,Adult,High,0,False,False,True,False,False,False,False,2,2
0,3,female,-0.08366006812200955,0,0,-0.4894421904510968,S,0,-0.5609748304808925,1,-0.33557211030396283,Miss,Adult,Low,1,False,False,True,False,True,False,False,2,0
0,3,male,-0.3092756154954491,0,0,-0.4894421904510968,S,0,-0.5609748304808925,1,-0.33557211030396283,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,1,male,-0.6100963453267019,0,1,0.907737982394129,S,1,0.059159876663617626,0,0.5228023329280368,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
0,3,male,0.29236584416705635,0,0,-0.4741720436887921,S,0,-0.5609748304808925,1,-0.31440025404209343,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,male,0.5931865739983091,2,0,-0.4888542575852486,S,0,0.6792945838081278,0,-0.48224900338680876,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,male,-0.08366006812200955,0,0,-0.4894421904510968,S,0,-0.5609748304808925,1,-0.33557211030396283,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
1,3,female,-0.6100963453267019,0,0,-0.494391296561559,S,0,-0.5609748304808925,1,-0.34243398038461625,Miss,Adult,Low,1,False,False,True,False,True,False,False,2,0
1,3,male,-0.3092756154954491,0,0,-0.4918744606632361,S,0,-0.5609748304808925,1,-0.33894442074229864,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,3,male,0.6683917564561223,0,0,-0.4894421904510968,S,0,-0.5609748304808925,1,-0.33557211030396283,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
1,3,female,-0.5724937540977952,1,0,-0.1621689579829361,Q,0,0.059159876663617626,0,-0.21890356904657263,Miss,Adult,High,1,False,True,False,False,True,False,False,2,2
0,1,male,1.345238398576441,0,0,0.39858208016340624,S,1,-0.5609748304808925,1,0.8956617807096742,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
0,3,female,-1.0989300313024875,1,0,-0.3573908580066095,C,0,0.059159876663617626,0,-0.3542398585665052,Miss,Teen,Medium,1,True,False,False,False,True,False,False,1,1
0,3,male,-0.5348911628688886,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,female,-0.685301527784515,1,0,-0.4505983519307405,S,0,0.059159876663617626,0,-0.4188553365513721,Miss,Adult,Medium,1,False,False,True,False,True,False,False,2,1
0,3,female,-0.9109170751579546,0,0,-0.3573083057891445,C,0,-0.5609748304808925,1,-0.152370229082288,Miss,Teen,High,1,True,False,False,False,True,False,False,1,2
0,3,male,-0.6100963453267019,0,0,-0.4888542575852486,S,0,-0.5609748304808925,1,-0.3347569491715175,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,male,3.1125601863350507,0,0,-0.49237782784290063,Q,0,-0.5609748304808925,1,-0.33964233267076216,Mr,Senior,Low,0,False,True,False,False,False,False,False,3,0
0,2,male,-0.008454885664196365,1,0,-0.22559322262067316,S,0,0.059159876663617626,0,-0.2628720205397746,Mr,Adult,High,0,False,False,True,False,False,False,False,2,2
0,1,male,-0.3844807979532623,0,1,4.335332226633905,C,1,0.059159876663617626,0,2.8989593467622274,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,3
0,3,female,-2.038994812025152,4,2,-0.01870931177853076,S,0,3.1598334123861687,0,-0.4312681987076162,Miss,Child,VHigh,1,False,False,True,False,True,False,False,0,3
0,2,male,-0.6100963453267019,2,0,0.8314778546749452,S,0,0.6792945838081278,0,0.1279586593997985,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
0,3,male,-0.3092756154954491,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,2,male,0.2547632529381498,1,0,-0.04295550208861426,C,0,0.059159876663617626,0,-0.13625963012563605,Mr,Adult,High,0,True,False,False,False,False,False,False,2,2
1,2,female,0.2547632529381498,0,0,-0.3866707201133388,S,1,-0.5609748304808925,1,-0.19308082769342225,Miss,Adult,Medium,1,False,False,True,False,True,False,False,2,1
0,1,male,1.8716746757811333,0,1,0.907737982394129,S,1,0.059159876663617626,0,0.5228023329280368,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
1,3,male,-1.2869429874470204,1,0,-0.42207354059350805,C,0,0.059159876663617626,0,-0.39908069997028656,Master,Teen,Medium,0,True,False,False,True,False,False,False,1,1
0,3,male,-0.3092756154954491,0,0,-0.49237782784290063,Q,0,-0.5609748304808925,1,-0.33964233267076216,Mr,Adult,Low,0,False,True,False,False,False,False,False,2,0
1,3,male,-0.3844807979532623,0,0,-0.5046257580584992,S,0,-0.5609748304808925,1,-0.3566239257141366,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
1,3,female,-0.5724937540977952,1,1,-0.19824427701513722,C,1,0.6792945838081278,0,-0.3479400402255745,Miss,Adult,High,1,True,False,False,False,True,False,False,2,2
0,3,male,1.1948280336608146,0,0,-0.5079822104125026,S,0,-0.5609748304808925,1,-0.3612776024531314,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,3,male,0.29236584416705635,0,0,-0.4894421904510968,C,0,-0.5609748304808925,1,-0.33557211030396283,Mr,Adult,Low,0,True,False,False,False,False,False,False,2,0
0,3,male,-0.685301527784515,0,0,-0.5064721088735089,S,0,-0.5609748304808925,1,-0.35918386666774077,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,3,female,1.345238398576441,1,0,-0.35646868933346404,S,0,0.059159876663617626,0,-0.35360057124003264,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,2
1,2,female,-0.008454885664196365,1,0,-0.12491978668775715,S,0,0.059159876663617626,0,-0.19308082769342225,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,2
0,2,male,-0.3092756154954491,0,0,-0.3866707201133388,S,0,-0.5609748304808925,1,-0.19308082769342225,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,2,male,-0.45968598041107545,0,0,-0.3454791770670269,C,0,-0.5609748304808925,1,-0.1359692987633952,Mr,Adult,High,0,True,False,False,False,False,False,False,2,2
1,1,female,-0.7605067102423282,0,2,-0.11921562980779811,S,1,0.6792945838081278,0,-0.3114159826359834,Miss,Adult,High,1,False,False,True,False,True,False,False,2,2
0,1,male,0.5931865739983091,1,0,0.4207302360686478,S,1,0.059159876663617626,0,0.18518743753380743,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
0,3,male,-0.9861222576157678,0,0,-0.4628462821463391,S,0,-0.5609748304808925,1,-0.2986972356516642,Mr,Teen,Medium,0,False,False,True,False,False,False,False,1,1
0,1,male,-0.3844807979532623,0,0,0.9462455716384695,C,1,-0.5609748304808925,1,1.6549899588779877,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,3
0,3,female,-0.5724937540977952,0,2,-0.3414522396297103,C,0,0.6792945838081278,0,-0.4141253547748653,Mrs,Adult,High,1,True,False,False,False,False,True,False,2,2
1,3,female,-0.5348911628688886,0,0,-0.49237782784290063,S,0,-0.5609748304808925,1,-0.33964233267076216,Miss,Adult,Low,1,False,False,True,False,True,False,False,2,0
1,3,female,-0.3844807979532623,1,0,-0.32928686163157667,S,0,0.059159876663617626,0,-0.3347569491715175,Mrs,Adult,High,1,False,False,True,False,False,True,False,2,2
0,3,male,-0.7605067102423282,0,0,-0.5125125150294839,Q,0,-0.5609748304808925,1,-0.3675588098093031,Mr,Adult,Low,0,False,True,False,False,False,False,False,2,0
0,2,male,-0.8357118927001413,0,0,-0.41687275089321363,S,0,-0.5609748304808925,1,-0.23495554340123365,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,2,male,-0.7605067102423282,1,1,0.09152810056801232,S,0,0.6792945838081278,0,-0.21401818554732793,Mr,Adult,VHigh,0,False,False,True,False,False,False,False,2,3
1,3,male,-0.15886525057982273,0,0,-0.49145565916975514,S,0,-0.5609748304808925,1,-0.338363758017817,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,3,female,-1.51255853482046,2,2,0.04370821849987721,S,0,1.9195639980971482,0,-0.3640692501669855,Miss,Child,VHigh,1,False,False,True,False,True,False,False,0,3
0,2,male,0.5555839827694025,0,2,-0.12491978668775715,S,1,0.6792945838081278,0,-0.31405222862709964,Mr,Adult,High,0,False,False,True,False,False,False,False,2,2
0,2,male,0.969212486287375,0,0,-0.3866707201133388,S,0,-0.5609748304808925,1,-0.19308082769342225,Rare,Adult,Medium,0,False,False,True,False,False,False,True,2,1
0,2,male,1.6460591284076938,0,0,-0.39623469652696586,S,0,-0.5609748304808925,1,-0.20634115433422917,Rare,Adult,Medium,0,False,False,True,False,False,False,True,2,1
1,1,female,-0.5348911628688886,1,0,0.6925485130875209,S,1,0.059159876663617626,0,0.37362365821895865,Mrs,Adult,VHigh,1,False,False,True,False,False,True,False,2,3
0,3,male,1.984482449467853,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,male,0.8564047126006552,0,2,-0.35646868933346404,S,0,0.6792945838081278,0,-0.4210653909915066,Mr,Adult,High,0,False,False,True,False,False,False,False,2,2
0,3,male,-0.3092756154954491,0,0,-0.5011867534870308,S,0,-0.5609748304808925,1,-0.3518557914188738,Mr,Adult,Low,0,False,False,True,False,False,False,False,2,0
0,1,male,1.6460591284076938,0,1,0.5874293382238074,C,0,0.059159876663617626,0,0.3007504862965114,Mr,Adult,VHigh,0,True,False,False,False,False,False,False,2,3
1,3,female,-0.9861222576157678,0,0,-0.49271407711891657,Q,0,-0.5609748304808925,1,-0.34010853783897577,Miss,Teen,Low,1,False,True,False,False,True,False,False,1,0
0,3,male,0.06675029679361683,0,0,-0.4863374216869257,S,0,-0.5609748304808925,1,-0.3312673895291999,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
0,3,male,-0.3092756154954491,0,0,-0.47400492578514347,S,0,-0.5609748304808925,1,-0.31416854728184357,Mr,Adult,Medium,0,False,False,True,False,False,False,False,2,1
